天朋手—鼓山店|福州市晋安区鼓山镇浦墘路102号|57a0965a951f59b1cf392884|天朋手(鼓山店)|福州市鼓山镇浦墘路102号(永辉超市出口对面)
无锡市泰斯特西餐厅|无锡市新光路555号新之城|57a0b77b951f59b1cf7b8287|公共厕所|无锡市新光路555号附近
桂都三味|福州市晋安区连江中路168号168创意园内|57a0965c951f59b1cf392c5e|桂都三味|福州市连江中路连潘高架桥下168大院(福州市电视中心)
天朋手—福新店|福州市晋安区王庄街道福新中路75-8号|57a042ff951f59b1cfa07a75|天朋手(福新店)|福州市王庄街道福新中路75-8号
无锡市金汤勺大酒店|无锡市湖滨路3号|57a0670e951f59b1cfd93c3f|金汤勺大酒店|无锡市湖滨路3号(无锡大饭店东大门对面)
无锡市金汉斯自助餐|无锡市保利广场负一楼|57be5e3bbdcefaa3f765ad88|无锡市金汉斯自助餐|无锡市保利广场负一楼
天朋手—万达店|福州市台江区鳌江路8号1层084商铺|57a0963e951f59b1cf38ede2|天朋手(万达店)|福州市鳌峰街道鳌江路8号1层084商铺
四季春大酒店|芜湖市凤凰美食街1号查看位置|57a05d02951f59b1cfc59258|四季春大酒店|芜湖市凤凰美食街1号(皖南医学院旁边)
炭火楼道外店|哈尔滨市北十四道街17号查看位置|57a041d5951f59b1cf9e8ffa|炭火楼(北十四道街店)|哈尔滨市北十四道街17号
无锡市江南公社（新区店）|无锡市新区旺庄路60号|57a05b3f951f59b1cfc2ac92|江南公社(旺庄店)|无锡市旺庄路60号(长江一号对面)
羊名天下 烧烤广场|淄博市潘庄文化广场北门查看位置|57a0aaf4951f59b1cf620f35|羊名天下|淄博市人民路与西二路交叉口向南20米路东
榕誉盱眙小龙虾|福州市台江区苏宁广场五楼|57a02b21951f59b1cf8699cb|榕誉盱眙小龙虾(苏宁广场店)|福州市工业路苏宁广场五楼(万宝商圈)
至尊肥牛牟平旗舰店|烟台市正阳路402号查看位置|57a0a525951f59b1cf56ffe7|至尊肥牛|烟台市正阳路402号(北市场东100米，家家悦2楼)
牛肉传大成店|哈尔滨市大成街303号查看位置|57a02df5951f59b1cf8a0d65|牛肉传中式牛排快餐连锁(大成店)|哈尔滨市大成街303号
无锡市啡度咖啡馆|无锡市学前街27号|57a08a1b951f59b1cf2057be|啡度西餐咖啡馆(学前街店)|无锡市学前街27号2楼(近中山路)
韩阁|福州市鼓楼区元帅路68号-1号（三坊七巷斜对面）|57a02b1c951f59b1cf868cee|韩阁炭火烤肉|福州市元帅路68-1号(元帅庙隔壁,达明路阿锴美食街最西头)
百加百炭火烤肉专门店|福州市鼓楼区东街口贤南商夏115号|57a02b1c951f59b1cf868d13|百加百炭火烤肉专门店|福州市鼓楼东街口卫前街113-115号贤南商厦一楼
Miss徽因花园餐厅|福州市鼓楼区左海公园Miss徽因文创园内（左海公园西门花鸟大世界内100米）|57a041e7951f59b1cf9ea76d|Miss徽因花园餐厅|福州市福州左海公园Miss徽因文创园内（左海公园西门花鸟大世界内100米）
上町精致料理人和店|重庆市金开大道70号星光天地L3层01号商铺查看位置|57be5aa0bdced06f7dd10f02|上町料理|重庆市北部新区金开大道70号星光天地3楼
陶乡-五一北路店|福州市鼓楼区五一北路34号|57a0333e951f59b1cf8f44ac|陶乡(五一北路店)|福州市五一北路34号(蒙古营)
陶乡-六一北路店|福州市晋安区六一北路265号|57a02b21951f59b1cf86994b|陶乡(六一北路店)|福州市六一北路265号(近市按摩医院)
棒！约翰（长江北路店）|无锡市新区长江北路7号|57a06698951f59b1cfd84613|棒约翰比萨(无锡长江店)|无锡市长江北路7号(长江俱乐部)
陶乡-群升店|福州市台江区八一七中路761号|57a0333d951f59b1cf8f4423|陶乡(群升店)|福州市八一七中路761号(文化宫正对面)
岚悦餐厅|台州市会展东路163号查看位置|57a0ca69951f59b1cfa16319|岚悦餐厅|台州市路桥会展东路163号(重庆刘一手火锅旁边)
嘉陵传奇-象园店|福州市晋安区六一中路249号|57be64b4bdce553b137d0136|嘉陵传奇-象园店|福州市台江区六一中路249号（象园高架桥下）
红砖和风料理|福州市仓山区爱琴海购物公园5楼F5007-B|57a02b21951f59b1cf869a1a|红砖和风料理(爱琴海店)|福州市浦上大道爱琴海购物公园5楼F5007-B
百岁鱼|泰州市海陵区税东街9-11号|57a0a22e951f59b1cf512905|百岁鱼|泰州市税务桥东街9-11号
湘港楼私厨湘菜馆|惠州市河南岸斑樟湖新兴花苑二期宝翠阁S11号商铺查看位置|57a065bb951f59b1cfd6821c|湘港楼私厨湘菜馆|惠州市岸斑樟湖路欣悦阳光花园首层(欣悦阳光旁)
悠仙美地|泰州市高港区口岸金港中路1号（大润发超市三楼）|57a06937951f59b1cfdd99dd|悠仙美地|泰州市大润发3楼美食广场
嘉陵传奇-六一北路店|福州市晋安区六一北路286号金龙新村2楼|57be64b4bdce553b137d0122|嘉陵传奇-六一店|福州市鼓楼区六一北路286号金龙新村2楼
名家膳食|芜湖市芜湖万春商业中心B5＃楼301室查看位置|57a0d2ee951f59b1cfb22f77|名家膳食|芜湖市万春湖路万春商业街一期5号3层
伍式面包-台江万达店|福州市台江区金融街万达广场一层第47、48商铺|57a0e2e6951f59b1cfd1a438|台江万达店|福州市金融街万达广场威斯汀酒店金街3楼
汉釜宫韩式烤肉店|泰州市海陵区税东街东|57be5e59bdcefaa3f765b0e5|汉釜宫韩式烤肉店|泰州市海陵区税东街东
风外贸休闲服饰(塔头店)|福州市晋安区塔头路139号龙洲公寓1座7号店面|57a0965c951f59b1cf392dcc|风外贸休闲服饰|福州市塔头路139号龙洲公寓1座7号店面
1988香辣虾|泰州市海陵区税东街A-7号；泰州市海陵区济川东路97-5号（莲花六区北大门向西100米）|57a05bf4951f59b1cfc3e411|1988香辣虾|泰州市税务桥东街A-27
面包新语-乐购店|福州市仓山区浦上大道306号福州浦上乐都汇购物中心1楼F017、F018|57a0334c951f59b1cf8f53d9|面包新语(乐购店)|福州市浦上大道306号浦上乐都汇购物中心L1楼017-L室1楼019室
面包新语-大洋店|福州市鼓楼区五一中路18号正大广场大洋百货1F|57a0334b951f59b1cf8f5335|面包新语(正大大洋店)|福州市五一中路18号正大广场大洋百货1楼(近五一广场)
悠仙美地|南京市太平南路1号新世纪广场B座6楼（旗舰店）|57a02d7b951f59b1cf899787|悠仙美地(太平南路店)|南京市太平南路1号大行宫新世纪广场B座6楼(近中山东路)
名典咖啡|南京市溧水县大东门商业步行街C1区1-2号（旗舰店）|57a038ff951f59b1cf94e4b7|名典咖啡语茶(溧水店)|南京市溧水县大东门商业步行街C1区1-2号
猫空咖啡|南京市大桥北路24号金盛装饰城5楼（旗舰店）|57a0e07e951f59b1cfccf31f|猫空咖啡|南京市大桥北路24号金盛装饰城5楼(近毛纺厂路)
蓝湾咖啡|南京市鼓楼区中山北路281号虹桥新城市广场（旗舰店）；2、鼓楼店，鼓楼区中央路19号金峰大厦5楼；3、六合店，六合区紫晶大厦3楼|57a0c132951f59b1cf8f0715|蓝湾咖啡(虹桥新城市店)|南京市中山北路281号虹桥新城市广场2楼(近和会街)
莱茵阁|台州市引泉路152号查看位置|57a061a2951f59b1cfce065a|莱茵阁|台州市引泉路152号(名记食府往西50米，城关中学后面)
面包新语-宝龙店|福州市台江区工业路193号宝龙城市广场2f（家乐福入口）|57a0334b951f59b1cf8f5325|面包新语(宝龙店)|福州市工业路193号宝龙城市广场2楼(家乐福门口旁)
豪享来（淮安新亚店）|淮安市中央新亚国际购物广场6楼|57be5f14bdce0ead1f42334b|豪享来（淮安新亚店）|淮安市中央新亚国际购物广场6楼
宿迁王锦记休闲食品有限公司|宿迁市黄运路140号|57a06443951f59b1cfd36a94|王锦记休闲食品(宿迁总店)|宿迁市黄运路140号
天朋手-金山店|福州市仓山区金山大道48号金山明珠8号楼8-10店面|57a03386951f59b1cf8f7f76|天朋手(金山明珠店)|福州市金山大道48号金山明珠8号楼8-10号店面(金山桥头)
风外贸休闲服饰(福马店)|福州市晋安区福马路盛天现代城20店(沃尔玛隔壁)|57a0ddda951f59b1cfc7c51c|风外贸休闲服饰|福州市盛天现代城1号附近(近招贤路)
天朋手-万达店|福州市台江区鳌峰街道鳌江路8号1层084商铺|57a0963e951f59b1cf38ede2|天朋手(万达店)|福州市鳌峰街道鳌江路8号1层084商铺
天朋手-福新店|福州市晋安区王庄街道福新中路75-8号|57a042ff951f59b1cfa07a75|天朋手(福新店)|福州市王庄街道福新中路75-8号
台湾苏氏牛排|烟台市金桥澎湖湾广场101号查看位置|57a080dd951f59b1cf0d9b1e|台湾苏氏牛排|烟台市北京中路金桥澎湖湾广场101号(家家悦超市隔壁 富士康东门对面 )
品尚豆捞坊（淮安万达店）|淮安市万达广场三楼|57be5f1cbdce0ead1f4235a1|品尚豆捞坊（淮安万达店）|淮安市万达广场三楼
天朋手-古田店|福州市鼓楼区五一北路171号新都会花园广场一层（近五一广场）|57a04367951f59b1cfa121e1|公共厕所|福州市五一北路171号新都会花园广场1层
天朋手-五一店|福州市台江区五一中路57号闽东大厦一层|57a02b1b951f59b1cf868b91|天朋手(五一中路店)|福州市五一中路57号闽东大厦一层
呱呱叫干锅主题餐厅（淮安万达店）|淮安市清河区万达广场3楼C中厅3-101-106|57be5f1dbdce0ead1f4235b9|呱呱叫干锅主题餐厅（淮安万达店）|淮安市清河区万达广场3楼C中厅3-101-106
炭火楼文景店|哈尔滨市文景街81号查看位置|57a02df3951f59b1cf8a0bf4|炭火楼(文景街店)|哈尔滨市文景街81号
悠仙美地（淮安金鹰店）|淮安市清河区淮海东路130#金鹰五楼|57be5f1dbdce0ead1f4235ba|悠仙美地（淮安金鹰店）|淮安市清河区淮海东路130#金鹰五楼
春风十里文艺餐厅|南昌市阳明东路266号查看位置|57a059d3951f59b1cfbfee21|春风十里文艺餐厅|南昌市阳明东路266号
大丰收鱼庄-世欧王庄店|福州市晋安区福新中路321号世欧王庄3楼|57a0d5d7951f59b1cfb7f43d|大丰收鱼庄(世欧王庄店)|福州市福新中路321号
天津武清区邀月楼|天津市武清区杨村镇京津时尚广场3号D二、三楼|57be5f1fbdce0ead1f42365f|天津武清区邀月楼|天津市武清区杨村镇京津时尚广场3号D二、三楼
大丰收鱼庄-8090店|福州市中亭街8090时尚广场三楼|57a0962b951f59b1cf38c834|大丰收鱼庄(8090广场店)|福州市中亭街8090时尚广场三楼
天津武清区一品华堂|天津市武清区杨村镇京津时尚广场1号D三楼|57be5f1fbdce0ead1f423674|天津武清区一品华堂|天津市武清区杨村镇京津时尚广场1号D三楼
毕格斯特餐饮|天津市和平区滨江道170号|57a0e56d951f59b1cfd68a51|毕格斯特烤肉|天津市滨江道170号(米莱欧女人店5楼)
斗牛士北仑店|宁波市中河路399号北仑银泰城5001查看位置|57a0637f951f59b1cfd1d3af|斗牛士牛排餐厅(银泰店)|宁波市中河路399号银泰城5楼5001
木子记烤全羊|哈尔滨市红旗大街副177号查看位置|57a06c2e951f59b1cfe3706d|木子记烤全羊|哈尔滨市红旗大街与珠江路交口
中山搜浩印餐饮娱乐有限公司|中山市石岐区康华路52号首层1卡|57a05f15951f59b1cfc939e6|搜浩|中山市康华路52号
一品华堂|天津市宝坻区钰华街道前槐村2排8号|57a02abf951f59b1cf85f780|一品华堂火锅城|天津市南三路中段(近开元路)
邀月楼|天津市宝坻区南三路与开元路交口处|57a03ffa951f59b1cf9c91d1|邀月楼|天津市南三路19号
汤响自助回转火锅|长沙市黄兴中路乐和城负一楼查看位置|57a0b1aa951f59b1cf6fbe24|汤响自助回转火锅百汇|长沙市黄兴中路乐和城负一楼
一嗨汽车租赁（海曙区中山西路店）|浙江省宁波市海曙区中山西路764号|57a05a67951f59b1cfc10ee0|一嗨租车(中山西路店)|宁波市中山西路764号
吉诺车屋-凤凰池店|福州市鼓楼区工业路747号|57be64b3bdce553b137d00fe|吉诺车屋—凤凰池店|福州市鼓楼区工业路747号
茶咖道|河源市建设大道与新风路交汇口往北走550米|57a0893f951f59b1cf1e99a4|茶咖道(东方银座店)|河源市建设大道东方银座1楼
安徽人家|邯郸市丛台路与幸福街交叉口西南角查看位置|57a05dbb951f59b1cfc6d349|安徽人家|邯郸市丛台路与幸福街交叉口西行100米路南
韩国安东鸡|台州市经济开发区广场南路57号4-5间查看位置|57a059dd951f59b1cfbffff4|韩国安东炖鸡|台州市广场南路57号康平路附近布波酒店隔壁
孝勇汽车美容服务部|浙江省宁波市海曙区蓝天路278弄2号|57a0a701951f59b1cf5a4101|孝勇汽车服务中心|宁波市蓝天路278弄2-6号
吉诺车屋-高旺店|福州市福州仓山区高旺路6号|57a03365951f59b1cf8f69e2|吉诺租车(盖山店)|福州市盖山投资区高旺路6号吉诺驾享会2楼(盖山投资区公交站往前100米)
宿州金满蛋糕|宿州市汴河东路26号|57be5f2fbdce0ead1f423b61|宿州金满蛋糕|宿州市汴河东路26号
麻汁杂拌酒楼|潍坊市蓉花路以东北宫东街以南查看位置|57a06ac1951f59b1cfe0ae79|麻汁杂拌酒楼|潍坊市北宫街荣花路向南200米路东
黑皮肘子锅包肉牛街馅饼|哈尔滨市安定街130号查看位置|57a04521951f59b1cfa2ff57|黑皮肘子锅包肉牛街馅饼|哈尔滨市安定街131号
秦娃四宝|潍坊市四平路与民生街交叉口向西50米路北查看位置|57a06a5c951f59b1cfdfea56|秦娃四宝|潍坊市四平路与民生街交叉口向西50米路北
闽东渔场|福州市台江区工业路358号红旗饭店2楼|57a09632951f59b1cf38d5a1|闽东渔场|福州市工业路358号红旗大饭店二楼
八道江山|保定市天威中路721号查看位置|57a06035951f59b1cfcb54ed|八道江山(天威中路店)|保定市天威中路721号
亚太四季酒店|浙江省宁波市江东区兴宁路45号|57a063de951f59b1cfd2913c|亚太四季酒店|宁波市江东区 兴宁路45号(近兴宁桥)
老板娘的烤肉店|晋城市红星东街佳润尚城对面查看位置|57a0b296951f59b1cf719c1c|老板娘的烤肉店|晋城市红星东街怡凤小区老诚一锅旁(佳润尚城对面)
新草原亭乐天百货店|沈阳市北陵大街9-4号乐天百货查看位置|57a0dc3c951f59b1cfc49629|新草原亭|沈阳市北陵大街9-4号乐天百货B1楼
伍式面包—台江万达店|福州市台江区金融街万达广场一层第47、48商铺|57a0e2e6951f59b1cfd1a438|台江万达店|福州市金融街万达广场威斯汀酒店金街3楼
伍式面包—井大店|福州市鼓楼区井大路128号店面|57be64bfbdce553b137d038e|伍式面包-井大店|福州市鼓楼区鼓东街道井大路128号
代官山|杭州市武林广场1号杭州大厦A座4楼后厅|57a03912951f59b1cf94f6de|代官山(武林广场店)|杭州市武林广场1号杭州大厦A座4楼后厅
吉诺车屋—祥坂店|福州市台江区祥坂路71号|57be64cabdce553b137d0616|吉诺车屋-祥坂店|福州市台江区祥坂路71号
春园烤肉王西朝阳路店|长春市西朝阳路215号查看位置|57a0739a951f59b1cff23720|春园烤肉王(西朝阳路店)|长春市西朝阳路215号(中国城对面)
久久脆鱼火锅|太原市亲贤街茂业天地负一层查看位置|57a06c93951f59b1cfe42e09|久久脆鱼火锅|太原市亲贤街茂业天地B1楼
游泳健身中心|宁波市江东朝晖路128号|57a05a65951f59b1cfc10aff|游泳健身中心|宁波市朝晖路128号
蝦吧虾吧|山东省济南市历下区济南市县西巷与大明湖路交叉口县西巷北头2号|57a02ae3951f59b1cf8633e6|蝦吧虾吧(盱眙龙虾大明湖店)|济南市县西巷与大明湖路交叉口县西巷北头2号
糖果朋友圈纯K主题式KTV|福州市鼓楼区五一北路186号利嘉大世界负一楼（龙华天桥）|57a0334d951f59b1cf8f5479|朋友圈糖菓纯K主题式KTV|福州市五一北路186号利嘉大世界负一楼(龙华天桥)
吉诺车屋|福州市仓山区高旺路6号研发中心一层|57be64ccbdce553b137d066d|吉诺车屋-售后服务中心店|福州市仓山区高台路上城美域对面
温祈福餐饮（芳村店）|广东省广州市荔湾区芳村花蕾路10号|57a02ac6951f59b1cf8606a4|温祈福酒家(芳村店)|广州市芳村花蕾路10号
好滋味外婆家|重庆市江北区观音桥步行街8号大融城7楼|57be4ffcbdce8849421bb086|好滋味外婆家|重庆市江北区观音桥步行街8号大融城7楼
蓝红旗|广东省广州市天河区珠江新城花城大道84号高德汇1座五楼|57a02eb0951f59b1cf8b0eb9|蓝花旗美食(原嗨辣百川)|广州市珠江新城花城大道84号优托邦五楼(猎德地铁A出口车逆流方向约50米)
爱蒂宝|广东省广州市天河区区花城大道89号花城汇D13B号|57be5007bdce8849421bb116|爱蒂宝|广东省广州市天河区区花城大道89号花城汇D13B号
Be本意良食|福州市鼓楼区通湖路十八中对面航龙花园05店面|57a041ff951f59b1cf9ec481|Be本意良食|福州市通湖路十八中对面航龙花园05店面
五斗米川菜坊|山东省济南市历下区济南市历下区泉城路世贸广场4层|57a02ae2951f59b1cf86338f|五斗米川菜坊(世茂店)|济南市世茂购物广场东座4楼419室(西北45度斜对面)
一城一味餐厅|宜昌市中南路35号查看位置|57a0c90f951f59b1cf9eb5e4|一城一味|宜昌市中南路35号兴发广场13栋2楼
中国旅行社|浙江省宁波市海曙区南站东路16号月湖银座310-311室(富邦大酒店斜对面)|57a0a526951f59b1cf57018a|中国旅行社|宁波市南站东路16号月湖银座3楼(近富邦大酒店)
矿火锅店|青海省西宁市城西区西宁市城西区新华联广场5楼|57be500cbdce8849421bb183|矿火锅店|青海省西宁市城西区西宁市城西区新华联广场5楼
马拉之恋|山东省济南市历下区济南市历下区泉城路恒隆广场6楼连廊605C|57a04505951f59b1cfa2dceb|马拉之恋|济南市泉城路恒隆广场6楼连廊605C(泉城路贵和购物中心)
三屿亭寿喜烧|山东省济南市历下区济南市历下区泉城路世茂广场宽厚里（黑虎泉公交车站处）|57a02ae7951f59b1cf863c1c|三屿亭寿喜烧|济南市黑虎泉西路 解放阁西行50米 世茂宽厚里(黑虎泉公交车站处，正对护城河)
阿里郎餐厅城市广场店|广东省佛山市南海区桂澜路城市广场B区B8-9号|57be500dbdce8849421bb1a7|阿里郎餐厅城市广场店|广东省佛山市南海区桂澜路城市广场B区B8-9号
辣尚煌重庆老火锅|大庆市大港路17号查看位置|57a0ae7c951f59b1cf695dd4|辣尚煌重庆老火锅|大庆市西宾街道中央大街南段220号
面包新语—大洋店|福州市鼓楼区五一中路18号正大广场大洋百货1F|57a0334b951f59b1cf8f5335|面包新语(正大大洋店)|福州市五一中路18号正大广场大洋百货1楼(近五一广场)
悠仙美地|南京市太平南路1号新世纪广场B座6楼（旗舰店）|57a02d7b951f59b1cf899787|悠仙美地(太平南路店)|南京市太平南路1号大行宫新世纪广场B座6楼(近中山东路)
锦官汇|焦作市三维商场六楼查看位置|57a06ed9951f59b1cfe89d11|锦官汇|焦作市解放中路三维商场六楼
宁波影都|浙江省宁波市海曙区战船街2号|57a08ae5951f59b1cf21f46b|宁波影都|宁波市镇东路185号
名典咖啡|南京市溧水县大东门商业步行街C1区1-2号（旗舰店）|57a038ff951f59b1cf94e4b7|名典咖啡语茶(溧水店)|南京市溧水县大东门商业步行街C1区1-2号
洪先生的芒果餐厅|山东省济南市历下区济南市历下区泉城路世贸广场西座5楼W501|57a02ae2951f59b1cf863317|洪先生的芒果餐厅(泉城路店)|济南市泉城路154号世茂国际广场西座五楼W501(上街美食汇东邻)
烧.精炙坊|山东省济南市历下区济南市历下区泉城路世茂广场宽厚里3号楼111号|57a02ae3951f59b1cf863434|烧·精炙坊|济南市世茂广场宽厚里3号楼111号
忆江州火锅|山东省济南市历下区济南市历下区泉城路世茂广场宽厚里17号-3号楼|57be5014bdce8849421bb237|忆江州火锅|山东省济南市历下区济南市历下区泉城路世茂广场宽厚里17号-3号楼
舜和巴西烤肉|山东省济南市历下区济南市历下区泺源大街53号|57a02ae6951f59b1cf863c15|舜和巴西烤肉(泺源大街店)|济南市泺源大街53号(山东舜和酒店)
紫云轩|邯郸市人和街180号一层B010、B011、B012、B013号查看位置|57a05db5951f59b1cfc6c989|紫云轩食府|邯郸市人和街恒富美食广场1楼
猫空咖啡|南京市大桥北路24号金盛装饰城5楼（旗舰店）|57a0e07e951f59b1cfccf31f|猫空咖啡|南京市大桥北路24号金盛装饰城5楼(近毛纺厂路)
南宫韩食(世茂店)|山东省济南市历下区济南市历下区泉城路世贸广场4层E411　|57a0309b951f59b1cf8ccd49|南宫韩食(世茂店)|济南市泉城路世茂国际挂广场4层E411
李家—世欧王庄店|福州市晋安区福新中路321号|57be64c5bdce553b137d04d3|李家-世欧王庄店|福州市晋安区福新中路321号世欧王庄3楼
蓝湾咖啡|南京市鼓楼区中山北路281号虹桥新城市广场（旗舰店）；2、鼓楼店，鼓楼区中央路19号金峰大厦5楼；3、六合店，六合区紫晶大厦3楼|57a0c132951f59b1cf8f0715|蓝湾咖啡(虹桥新城市店)|南京市中山北路281号虹桥新城市广场2楼(近和会街)
诺丁牛排餐厅江宁万达店|南京市竹山路68号万达广场3030室查看位置|57a04ced951f59b1cfab0810|诺丁牛排(江宁万达店)|南京市竹山路68号万达广场三楼3030室
豪享来（淮安新亚店）|淮安市中央新亚国际购物广场6楼|57be5f14bdce0ead1f42334b|豪享来（淮安新亚店）|淮安市中央新亚国际购物广场6楼
长沙市雨花区常聚阁酒楼|长沙市雨花区中意一路307号|57a08f78951f59b1cf2b370e|常聚阁|长沙市中意一路307号(女子大学对面)
蜀园|福建省泉州市丰泽区县后街安全局3号|57be5023bdce8849421bb3cf|蜀园|福建省泉州市丰泽区县后街安全局3号
FACE KINI|贵州省贵阳市南明区贵阳市南明区市府路8号|57a0839b951f59b1cf13283c|FACE Dr面部医生|贵阳市小十字世纪星光13楼1号
蜀园（丰泽店）|福建省泉州市丰泽区街东段292号|57be5024bdce8849421bb3fa|蜀园（丰泽店）|福建省泉州市丰泽区街东段292号
江湖小草房|烟台市杭州大街6-1-175号查看位置|57a0cc41951f59b1cfa50718|江湖小草房|烟台市经济技术开发区古现杭州大街6-1-175号
卡丽酒店|广东省广州市白云区广园中路388号|57a0dd3f951f59b1cfc69242|卡丽酒店|广州市白云区 大金钟路
长沙市天心区食寨余意酒楼|长沙市天心区友谊社区别墅区1-6栋|57be5f46bdce0ead1f4242c8|长沙市天心区食寨余意酒楼|长沙市天心区友谊社区别墅区1-6栋
大丰收鱼庄—正大店|福州市鼓楼区五一中路正大广场大洋百货4楼|57be64b8bdce553b137d01e6|大丰收鱼庄—正大店|福州市鼓楼区五一中路正大广场大洋百货4楼
品尚豆捞坊（淮安万达店）|淮安市万达广场三楼|57be5f1cbdce0ead1f4235a1|品尚豆捞坊（淮安万达店）|淮安市万达广场三楼
呱呱叫干锅主题餐厅（淮安万达店）|淮安市清河区万达广场3楼C中厅3-101-106|57be5f1dbdce0ead1f4235b9|呱呱叫干锅主题餐厅（淮安万达店）|淮安市清河区万达广场3楼C中厅3-101-106
大隐|贵州省贵阳市云岩区贵阳市云岩区电台街90号|57a05d64951f59b1cfc63a89|大隐|贵阳市电台街90号(近邮电医院)
红牛春天（青花肴）|江西省南昌市象湖京东商圈二七路550号铁路岔道口|57be502bbdce8849421bb49d|红牛春天（青花肴）|江西省南昌市象湖京东商圈二七路550号铁路岔道口
毛家饭店|贵州省贵阳市南明区贵阳南明区箭道街2号宏业大厦2楼　|57a0c622951f59b1cf98e6d9|毛家饭店|贵阳市箭道街2号宏业大厦2楼
阿尔卑斯（太原街万达店）|辽宁省沈阳市和平区万达广场3楼|57be502fbdce8849421bb59f|阿尔卑斯（太原街万达店）|辽宁省沈阳市和平区万达广场3楼
草原兴发涮园|石家庄市东岗怡园南门建强路1号查看位置|57a0a2c7951f59b1cf525ee6|草原兴发涮园|石家庄市东岗怡园南门建强路1号
星工场摄影|浙江省宁波市海曙区长春路90号左边三楼|57a0a4e0951f59b1cf5681ad|星工场摄影(长春路店)|宁波市长春路90号
